1.504238e-01  1.692888e-02  5.379906e-01  2.057900e-01  1.022409e+00  3.113003e+00  1.027828e+00  1.362056e+00  3.338567e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  -1.000000e+100  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  2
1.347424e-01  1.773556e-02  5.290259e-01  2.640381e-01  1.053137e+00  3.134608e+00  1.063013e+00  1.534404e+00  3.486884e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  -3.302853e+04  -2.372125e+03  -1.873410e+03  -3.335998e+02  -5.537136e+00  6.666880e+02  -1.898121e+02  -2.478963e+01  -5.592842e+02  -5.237998e+01  -1.702717e+01  -1.829515e+01  -9.448269e+00  -2.282992e+01  -1.824575e+01  -5.935607e+00  -9.799235e+01  -7.802231e+01  -2.707509e+01  -3.008500e+04  -2.765331e+02  0.000000e+00  1.104708e+00  0.000000e+00  9
1.328022e-01  1.902891e-02  6.137920e-01  2.553104e-01  1.061407e+00  3.092099e+00  1.062644e+00  1.713024e+00  3.052875e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  -1.696025e+04  -2.073900e+03  -1.337775e+03  -3.363082e+02  -2.618801e+00  4.235138e+02  -1.940483e+02  -1.882239e+01  -5.631711e+02  -4.467035e+01  -1.289714e+01  -1.249863e+01  -6.164125e+00  -1.569777e+01  -1.507235e+01  -4.828609e+00  -9.023173e+01  -6.696174e+01  -6.714202e+00  -1.438927e+04  -2.660072e+02  0.000000e+00  1.096262e+00  0.000000e+00  5
1.272584e-01  1.888938e-02  6.171265e-01  2.793530e-01  1.098450e+00  3.089553e+00  1.044069e+00  1.933341e+00  2.683039e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  -9.743869e+03  -2.146015e+03  -1.420209e+03  -3.430964e+02  4.513793e+00  4.354076e+02  -1.973471e+02  -1.606407e+01  -5.613113e+02  -4.790819e+01  -1.471766e+01  -1.472911e+01  -7.596233e+00  -1.772719e+01  -1.487079e+01  -4.859502e+00  -8.973599e+01  -6.719970e+01  -5.635177e+00  -7.092246e+03  -2.685366e+02  0.000000e+00  1.105716e+00  0.000000e+00  2
1.343356e-01  2.072135e-02  5.820170e-01  2.881981e-01  1.099728e+00  3.060152e+00  1.040882e+00  1.929203e+00  2.439669e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  -6.388829e+03  -2.035216e+03  -1.117622e+03  -3.472697e+02  8.664080e+00  2.445712e+02  -2.026163e+02  -1.047365e+01  -5.612383e+02  -4.923169e+01  -1.349122e+01  -1.340008e+01  -7.895797e+00  -1.901728e+01  -1.695848e+01  -5.071010e+00  -9.212040e+01  -7.124212e+01  -1.457173e+01  -3.827433e+03  -2.724114e+02  0.000000e+00  1.094942e+00  0.000000e+00  10
1.312905e-01  1.856582e-02  5.930336e-01  2.047029e-01  1.082645e+00  3.030521e+00  1.133738e+00  2.226250e+00  1.764510e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  -2.582484e+03  -1.991793e+03  -1.000855e+03  -3.578691e+02  1.816482e+01  1.609990e+02  -2.108224e+02  -1.585641e+00  -5.770115e+02  -2.281380e+01  -1.063707e+01  -9.905388e+00  -5.671211e+00  -1.552088e+01  -1.599085e+01  -4.954986e+00  -9.100835e+01  -7.124587e+01  -1.025829e+01  -9.681122e+01  -2.586867e+02  0.000000e+00  1.006275e+00  0.000000e+00  19
1.451351e-01  1.767017e-02  5.798302e-01  2.103962e-01  1.060289e+00  3.025944e+00  1.228741e+00  2.191743e+00  1.372552e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  -2.486855e+03  -1.928743e+03  -8.708623e+02  -3.513050e+02  1.242349e+01  9.477258e+01  -2.188530e+02  6.938777e+00  -5.743668e+02  -2.749044e+01  -7.766920e+00  -6.558512e+00  -4.013649e+00  -1.130996e+01  -1.794332e+01  -5.906197e+00  -9.423300e+01  -7.393436e+01  -1.851329e+01  -4.618210e+01  -2.717509e+02  0.000000e+00  1.076329e+00  0.000000e+00  1
1.410197e-01  1.726781e-02  5.955414e-01  2.397110e-01  1.047325e+00  3.027416e+00  1.162475e+00  2.074444e+00  1.417151e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  -2.430988e+03  -1.913164e+03  -8.586044e+02  -3.409387e+02  2.344366e+00  1.020855e+02  -2.130939e+02  1.270019e+00  -5.665177e+02  -3.970866e+01  -7.542511e+00  -6.354082e+00  -3.776635e+00  -1.105182e+01  -1.658105e+01  -5.335718e+00  -9.217530e+01  -7.016696e+01  -1.236776e+01  -2.172912e+01  -2.707435e+02  0.000000e+00  1.099065e+00  0.000000e+00  1
1.339024e-01  1.763888e-02  6.020697e-01  2.563207e-01  1.044564e+00  3.023364e+00  1.491484e+00  1.746760e+00  1.363275e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  -2.429928e+03  -1.919431e+03  -9.068757e+02  -3.370012e+02  -1.856759e+00  1.467567e+02  -2.066204e+02  -5.267749e+00  -5.626074e+02  -4.595864e+01  -8.307900e+00  -7.305684e+00  -4.124585e+00  -1.265053e+01  -1.542988e+01  -4.918385e+00  -9.084566e+01  -6.197113e+01  -8.274948e+00  -3.305487e+01  -2.636137e+02  0.000000e+00  1.074628e+00  0.000000e+00  15
1.244279e-01  1.751558e-02  6.084275e-01  2.223627e-01  1.058147e+00  2.990261e+00  1.538993e+00  1.607730e+00  1.430624e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  -2.317887e+03  -1.959174e+03  -9.523953e+02  -3.480473e+02  9.303749e+00  1.464893e+02  -2.101321e+02  -2.225932e+00  -5.719730e+02  -3.019306e+01  -8.333754e+00  -7.487351e+00  -4.562058e+00  -1.436049e+01  -1.445583e+01  -4.833595e+00  -8.978044e+01  -6.020315e+01  -4.733412e+00  -5.213905e+01  -9.782426e+01  0.000000e+00  9.798190e-01  0.000000e+00  3
