100	3519	25	558
150	4688	25	555
200	5592	25	548
250	5699	25	486
300	3890	25	316
350	2591	25	207
400	1842	25	152
450	2070	25	161
500	2267	25	174
550	2293	25	182
600	2058	25	181
650	1934	25	190
700	1828	25	207
750	1440	25	226
800	1920	25	288
850	2243	25	361
900	1752	25	428
950	985	25	506
1000	502	25	627
