3.631756e+01 1.048161e+01 4.355593e+00 3.311542e+00 2.791663e+00 2.091881e+00 1.993645e+00 2.146322e+00 2.216316e+00 2.198881e+00 2.335593e+00 2.493931e+00 2.641481e+00 2.853945e+00 3.058590e+00 3.475412e+00 4.175070e+00 4.898425e+00 5.258267e+00 5.831486e+00 5.875851e+00 5.661300e+00 1.597036e+01 2.534779e+01 3.648024e-03 2.240639e-04 2.506261e-04 4.355634e-04 4.914859e-05 2.759633e-05 3.459742e-06 8.125797e-05 8.457789e-05 3.469173e-05 1.597155e-05 6.113421e-06 -2.351475e-05 -1.937978e-05 3.012338e-03 -1.648509e-04 -4.405748e-04 9.598178e-04 -1.002477e-04 1.217942e-04 2.297994e-04 -9.075127e-05 1.398468e-04 
1.048161e+01 9.158388e+01 1.968944e+01 6.925923e+00 5.371352e+00 4.014097e+00 3.824123e+00 4.084749e+00 4.062624e+00 4.075933e+00 4.317028e+00 4.604205e+00 4.881407e+00 5.063553e+00 5.439153e+00 6.102359e+00 7.265641e+00 8.443763e+00 9.041625e+00 9.928682e+00 9.919673e+00 9.728736e+00 2.763216e+01 4.441891e+01 2.085323e-02 4.320979e-04 4.652159e-04 7.589615e-04 7.350143e-05 4.533092e-05 4.994948e-06 -5.869748e-03 -5.414537e-04 -2.865368e-05 -1.708191e-05 -1.577563e-05 -4.616130e-05 -3.416958e-05 3.205341e-02 -4.337069e-04 -9.414797e-04 1.751874e-03 -2.113195e-04 2.123091e-04 4.085495e-04 -1.583950e-04 2.361984e-04 
4.355586e+00 1.968940e+01 1.418463e+02 2.403163e+01 7.242012e+00 4.884552e+00 4.441119e+00 4.545901e+00 4.418979e+00 4.293930e+00 4.574157e+00 4.855320e+00 5.116476e+00 5.193857e+00 5.481333e+00 6.110620e+00 7.149664e+00 8.311701e+00 8.832816e+00 9.626146e+00 9.685549e+00 9.438492e+00 2.761151e+01 4.482488e+01 1.795742e-02 1.798140e-03 6.576559e-04 8.740830e-04 9.134085e-05 4.968415e-05 5.337985e-06 -5.635974e-03 -1.767309e-04 1.451198e-05 7.495352e-06 -2.660353e-06 -4.581221e-05 -3.346878e-05 2.818541e-02 -3.547491e-04 -1.241619e-03 1.966950e-03 -2.231304e-04 2.305375e-04 4.320139e-04 -1.623893e-04 2.330712e-04 
3.311542e+00 6.925928e+00 2.403163e+01 1.725055e+02 2.718683e+01 6.482796e+00 4.945461e+00 4.558988e+00 4.182663e+00 3.938097e+00 4.031828e+00 4.295734e+00 4.458828e+00 4.506120e+00 4.622600e+00 5.010947e+00 5.811373e+00 6.652891e+00 6.991556e+00 7.594734e+00 7.575310e+00 7.440522e+00 2.222793e+01 3.657558e+01 1.496882e-03 6.062022e-03 9.074373e-04 8.843786e-04 8.661371e-05 4.354384e-05 4.322893e-06 -3.213094e-04 -2.534786e-04 -2.143482e-05 1.200874e-05 -1.625140e-07 -3.919750e-05 -2.685258e-05 2.715421e-04 -1.659316e-02 -1.915561e-03 1.942620e-03 -2.052852e-04 2.104308e-04 3.788477e-04 -1.352069e-04 1.857729e-04 
2.791669e+00 5.371364e+00 7.242016e+00 2.718683e+01 2.098881e+02 2.999957e+01 7.288521e+00 5.127593e+00 4.104922e+00 3.599762e+00 3.546461e+00 3.610720e+00 3.783524e+00 3.743492e+00 3.774100e+00 3.988790e+00 4.540168e+00 5.122190e+00 5.323237e+00 5.709273e+00 5.690309e+00 5.613946e+00 1.710450e+01 2.834365e+01 2.323435e-04 6.568962e-03 2.684247e-03 9.951315e-04 9.015586e-05 3.861023e-05 3.534824e-06 1.445009e-04 -3.474239e-04 3.334434e-05 1.346115e-05 4.994474e-06 -3.272283e-05 -2.074181e-05 -5.843281e-04 -1.857413e-02 -6.502740e-03 2.048033e-03 -1.845601e-04 1.830153e-04 3.297772e-04 -1.108480e-04 1.450847e-04 
2.091885e+00 4.014103e+00 4.884561e+00 6.482818e+00 2.999959e+01 2.087053e+02 2.910661e+01 5.485022e+00 3.040914e+00 2.191440e+00 1.946008e+00 1.875585e+00 1.834680e+00 1.807265e+00 1.759719e+00 1.842253e+00 2.055271e+00 2.296978e+00 2.373293e+00 2.531707e+00 2.526243e+00 2.509340e+00 7.833109e+00 1.312979e+01 -6.731522e-05 1.462152e-03 7.774587e-03 9.804987e-04 7.643868e-05 2.320722e-05 1.935933e-06 1.395537e-04 1.198974e-04 -4.229361e-04 -4.054475e-05 8.926693e-06 -1.639567e-05 -9.761918e-06 -5.340578e-04 -3.518983e-03 -2.847798e-02 1.553810e-03 -1.252711e-04 9.694199e-05 1.824503e-04 -5.726570e-05 7.015374e-05 
1.993668e+00 3.824169e+00 4.441169e+00 4.945522e+00 7.288595e+00 2.910669e+01 2.101818e+02 2.919725e+01 3.866655e+00 1.691043e+00 1.091514e+00 8.273520e-01 6.886707e-01 5.840228e-01 5.301421e-01 5.239451e-01 6.134142e-01 6.692476e-01 7.153986e-01 7.738610e-01 7.832573e-01 7.864954e-01 2.698296e+00 4.633217e+00 -2.487724e-04 2.842198e-04 5.258154e-03 1.722049e-03 7.832999e-05 1.346913e-05 1.021626e-06 7.555154e-05 8.688509e-05 -7.120224e-04 -3.711667e-07 1.294755e-05 -6.745922e-06 -3.782688e-06 -4.716677e-04 -6.541901e-04 -2.530480e-02 2.702433e-03 -7.255406e-05 4.996464e-05 9.096209e-05 -2.750810e-05 2.914549e-05 
2.146358e+00 4.084820e+00 4.545981e+00 4.559066e+00 5.127678e+00 5.485089e+00 2.919725e+01 2.549074e+02 3.470587e+01 4.272708e+00 1.878751e+00 1.108234e+00 7.768313e-01 5.835415e-01 4.328377e-01 4.210096e-01 4.599210e-01 4.821690e-01 4.859451e-01 5.189825e-01 5.084016e-01 5.014942e-01 1.796753e+00 3.111419e+00 -2.441117e-04 2.694899e-04 1.647507e-03 1.234549e-02 3.136991e-04 2.118516e-05 1.801944e-06 1.508922e-04 1.715936e-04 6.005370e-05 4.683753e-05 5.460950e-05 -1.500860e-06 -2.343114e-06 -2.104316e-04 4.935612e-04 2.520210e-03 4.172452e-02 4.286768e-04 1.200215e-04 1.081683e-04 -2.211818e-05 2.609779e-05 
2.216362e+00 4.062709e+00 4.419071e+00 4.182749e+00 4.105007e+00 3.040985e+00 3.866695e+00 3.470594e+01 3.005271e+02 3.987403e+01 5.310872e+00 2.392339e+00 1.504702e+00 1.066450e+00 7.950276e-01 6.769919e-01 7.428562e-01 7.346622e-01 7.083988e-01 6.797722e-01 6.401986e-01 5.911296e-01 1.932887e+00 3.199064e+00 -2.841960e-04 1.799768e-04 5.959119e-04 1.102028e-02 8.537526e-04 2.707248e-05 2.227787e-06 1.165983e-04 1.431112e-04 1.473113e-04 3.980696e-05 6.157096e-05 -3.674774e-06 -2.718119e-06 -2.471340e-04 3.953698e-04 1.216877e-03 3.855269e-02 1.931867e-03 1.915813e-04 1.478910e-04 -2.589054e-05 3.344372e-05 
2.198927e+00 4.076025e+00 4.294024e+00 3.938180e+00 3.599839e+00 2.191490e+00 1.691076e+00 4.272743e+00 3.987404e+01 3.359417e+02 4.532178e+01 6.180026e+00 2.959749e+00 1.837236e+00 1.273838e+00 1.033178e+00 9.993733e-01 1.027257e+00 9.328353e-01 8.769754e-01 7.508485e-01 6.694533e-01 1.978456e+00 3.041516e+00 -3.822986e-04 5.910247e-06 6.972510e-05 1.044502e-03 7.945125e-04 2.176213e-05 1.288621e-06 -4.733604e-06 1.065759e-05 1.725426e-05 1.051561e-05 -6.180867e-06 -1.431437e-05 -4.049984e-06 -4.044315e-04 1.158369e-05 4.534751e-05 2.555690e-03 -8.811082e-03 2.457967e-05 1.584102e-04 -4.287283e-05 3.803736e-05 
