# name          zcmb        zhel          dz        dist       ddist       delta      ddelta          Av         dAv  cov_m_del   cov_m_Av  cov_delta_Av
sn99fm      0.949000    0.949000    0.000000   27.952904    0.265000    0.000000    0.000000    0.040000    0.000000   0.000000   0.000000   0.000000
sn99fn      0.477000    0.477000    0.000000   26.469839    0.195000    0.000000    0.000000    0.170000    0.000000   0.000000   0.000000   0.000000
sn99fv      1.199000    1.199000    0.000000   28.572420    0.340000    0.000000    0.000000    0.240000    0.000000   0.000000   0.000000   0.000000
sn99fw      0.278000    0.278000    0.000000   25.484676    0.235000    0.000000    0.000000    0.340000    0.000000   0.000000   0.000000   0.000000
sn99gd      0.019000    0.019000    0.000000   20.574678    0.145000    0.000000    0.000000    1.270000    0.000000   0.000000   0.000000   0.000000
sn99gh      0.008800    0.008800    0.000000   16.978386    0.115000    0.000000    0.000000    0.150000    0.000000   0.000000   0.000000   0.000000
sn99gp      0.026000    0.026000    0.000000   19.863388    0.140000    0.000000    0.000000    0.150000    0.000000   0.000000   0.000000   0.000000
sn00B       0.019300    0.019300    0.000000   19.202581    0.195000    0.000000    0.000000    0.380000    0.000000   0.000000   0.000000   0.000000
sn00bk      0.026600    0.026600    0.000000   19.898870    0.150000    0.000000    0.000000    0.260000    0.000000   0.000000   0.000000   0.000000
sn00ce      0.016500    0.016500    0.000000   19.874031    0.150000    0.000000    0.000000    1.020000    0.000000   0.000000   0.000000   0.000000
sn00cf      0.036000    0.036000    0.000000   20.731936    0.160000    0.000000    0.000000    0.130000    0.000000   0.000000   0.000000   0.000000
sn00cn      0.023300    0.023300    0.000000   19.592096    0.115000    0.000000    0.000000    0.270000    0.000000   0.000000   0.000000   0.000000
sn00cx      0.007000    0.007000    0.000000   16.626451    0.115000    0.000000    0.000000    0.020000    0.000000   0.000000   0.000000   0.000000
sn00dk      0.016400    0.016400    0.000000   18.398226    0.115000    0.000000    0.000000    0.010000    0.000000   0.000000   0.000000   0.000000
sn00dz      0.500000    0.500000    0.000000   26.852583    0.265000    0.000000    0.000000    0.070000    0.000000   0.000000   0.000000   0.000000
sn00ea      0.420000    0.420000    0.000000   26.618872    0.265000    0.000000    0.000000    0.880000    0.000000   0.000000   0.000000   0.000000
sn00ec      0.470000    0.470000    0.000000   26.752905    0.215000    0.000000    0.000000    0.040000    0.000000   0.000000   0.000000   0.000000
sn00ee      0.470000    0.470000    0.000000   26.767904    0.205000    0.000000    0.000000    0.040000    0.000000   0.000000   0.000000   0.000000
sn00eg      0.540000    0.540000    0.000000   26.404839    0.245000    0.000000    0.000000    0.170000    0.000000   0.000000   0.000000   0.000000
sn00eh      0.490000    0.490000    0.000000   26.384516    0.210000    0.000000    0.000000    0.200000    0.000000   0.000000   0.000000   0.000000
sn00fa      0.021800    0.021800    0.000000   19.634676    0.130000    0.000000    0.000000    0.340000    0.000000   0.000000   0.000000   0.000000
sn01V       0.016200    0.016200    0.000000   18.574516    0.115000    0.000000    0.000000    0.200000    0.000000   0.000000   0.000000   0.000000
