    1    5.968626e-08
    2   -2.808830e-08
    3   -2.199708e-07
    4   -5.191898e-07
    5   -1.048221e-06
    6   -1.323809e-06
    7   -7.482657e-07
    8    1.033923e-06
    9    3.460302e-06
   10    4.625917e-06
   11   -2.682154e-07
   12   -5.119145e-06
   13   -1.796408e-05
   14   -2.991734e-05
   15   -2.813980e-05
   16   -2.292878e-05
   17   -1.227498e-05
   18    1.542577e-05
   19    4.124939e-05
   20    5.401755e-05
   21    3.848870e-05
   22   -2.576639e-05
   23   -3.480427e-05
   24    1.283755e-05
   25    4.009332e-05
   26    3.453181e-05
   27    5.624625e-06
   28   -7.234834e-05
   29   -1.659180e-04
   30   -1.608479e-04
   31   -1.074764e-04
   32   -2.091573e-05
   33    7.516381e-05
   34    1.277981e-04
   35    1.568102e-04
   36    9.237486e-05
   37    3.667420e-06
   38   -1.094496e-04
   39   -1.808971e-04
   40   -1.441420e-04
   41   -9.917692e-06
   42    4.651427e-05
   43    1.659565e-04
   44    2.210396e-04
   45    2.220585e-05
   46   -6.472297e-05
   47   -6.018494e-05
   48    1.897520e-05
   49    9.831774e-05
   50    1.264153e-04
   51    3.770297e-05
   52   -1.880737e-04
   53   -3.289293e-04
   54   -4.218004e-04
   55   -4.200145e-04
   56   -2.865897e-04
   57   -5.260048e-06
   58    3.504369e-04
   59    5.897318e-04
   60    5.111958e-04
   61    2.276505e-04
   62   -1.525767e-05
   63   -9.679965e-05
   64   -1.346843e-05
   65    1.159453e-04
   66    7.185241e-05
   67   -1.113496e-04
   68   -1.968693e-04
   69   -2.746072e-04
   70   -2.609457e-04
   71    1.132512e-04
   72    1.679799e-04
   73    1.343907e-04
   74    2.158376e-04
   75    1.620721e-05
   76   -1.337923e-04
   77   -1.847734e-04
   78   -1.610373e-04
   79   -5.555396e-05
   80    8.329692e-05
   81    1.965511e-04
   82    2.395055e-04
   83    9.296954e-05
   84   -2.236300e-04
   85   -5.260284e-04
   86   -8.453973e-04
   87   -9.661213e-04
   88   -7.013990e-04
   89   -2.902177e-04
   90    3.276029e-04
   91    9.979096e-04
   92    1.992433e-03
   93    3.278380e-03
   94    3.904202e-03
   95    4.292432e-03
   96    4.007695e-03
   97    2.422466e-03
   98   -1.896935e-04
   99   -5.629652e-03
  100   -1.209446e-02
  101   -2.023591e-02
  102   -2.750853e-02
  103   -2.743126e-02
  104   -2.373794e-02
  105   -1.390855e-02
  106    5.744046e-03
  107    3.238059e-02
  108    7.467492e-02
  109    1.086948e-01
  110    1.331725e-01
  111    1.464657e-01
  112    1.420235e-01
  113    1.358277e-01
  114    1.306973e-01
  115    1.160677e-01
  116    8.695785e-02
  117    5.792965e-02
  118    2.307104e-02
  119    1.466306e-04
  120   -1.309448e-02
  121   -1.900279e-02
  122   -1.910493e-02
  123   -1.748784e-02
  124   -1.246202e-02
  125   -6.463197e-03
  126   -2.617193e-03
  127    5.627311e-05
  128    9.022710e-03
