           1  1.753790074285341E-010
           2 -3.938765111695105E-008
           3 -6.034498046044667E-007
           4 -2.269111284376807E-006
           5 -1.941922845502109E-007
           6  8.267053176155630E-006
           7  1.374817925074817E-005
           8  8.027614493423350E-006
           9 -1.069755605210819E-005
          10 -1.871286794170745E-005
          11  2.008604365090518E-004
          12  5.665156775963786E-004
          13  5.629499459844809E-004
          14  4.485167628780349E-004
          15 -4.479966391627471E-004
          16 -1.214951227308633E-003
          17 -1.962416645214683E-003
          18 -2.257870474080791E-003
          19 -1.813159423659086E-003
          20 -1.613403300189011E-003
          21  1.010231611249055E-003
          22  4.415497438414739E-003
          23  8.054136327652414E-003
          24  8.957837967629665E-003
          25  2.405004494901996E-003
          26 -8.734385816826588E-003
          27 -2.271107721593620E-002
          28 -3.592670915424909E-002
          29 -3.740050184685057E-002
          30 -3.945007744636577E-002
          31 -1.851486829371855E-002
          32  2.291849676194973E-002
          33  8.728551971396707E-002
          34  0.155117270533420     
          35  0.193479602596255     
          36  0.230183812537470     
          37  0.176744312708141     
          38  0.132079529185945     
          39  7.775834453456715E-002
          40  4.075713613873819E-002
          41  1.729555864086569E-002
          42  7.519725271445392E-003
          43  2.984150097135775E-003
          44  9.831868854768412E-004
          45  3.250919181672320E-004
          46  1.015217893542500E-004
          47  1.962129455592915E-005
          48  4.855400919509476E-006
          49  3.314404697226990E-007
          50  1.774652357804935E-008
