           1  6.150221932794201E-011
           2 -3.003445124699221E-007
           3 -4.769227164639406E-006
           4 -2.628441340265876E-005
           5 -1.341339386918061E-005
           6  1.442078466532732E-004
           7  4.396430370857218E-004
           8  9.101257219727006E-004
           9  2.122619980285208E-004
          10 -2.523646792151127E-003
          11 -7.605286686025494E-003
          12 -1.380549416554553E-002
          13 -1.412153015258097E-002
          14 -1.553314079389465E-002
          15  4.983710814696726E-003
          16  4.140153587951716E-002
          17  0.102522352133152     
          18  0.170020407588143     
          19  0.187734354115644     
          20  0.235507028738195     
          21  0.166388237357349     
          22  0.118184872235987     
          23  5.098832212558387E-002
          24  5.621947172988952E-003
          25 -1.176837387768074E-002
          26 -1.672531073045896E-002
          27 -9.483100463017487E-003
          28 -3.913663480110462E-003
          29  1.127188916060488E-005
          30  1.823743129445332E-003
          31  2.196516514202235E-003
          32  2.177654658979432E-003
          33  1.503975810971736E-003
          34  9.305229303705584E-004
          35  2.947624301153866E-004
          36 -7.441389466403157E-005
          37 -2.666816174814953E-004
          38 -2.640125002883370E-004
          39 -1.793091503058628E-004
          40 -9.936646461781832E-005
          41 -3.977907739337533E-005
          42 -1.332543447705350E-005
          43 -4.496365693051921E-006
          44 -1.143370087858916E-006
          45 -3.035394421482342E-007
          46 -1.986051538806253E-008
          47 -1.231575934366745E-008
          48  3.848527059198250E-009
          49 -1.293168192246061E-010
          50  3.856194129086767E-012
