           1  2.899253275293775E-009
           2  3.290547383535182E-006
           3  5.205062154732403E-005
           4  2.851732805278986E-004
           5  1.451145778490072E-004
           6 -1.583236583136881E-003
           7 -4.909162749716228E-003
           8 -1.039851722534054E-002
           9 -2.592376393491925E-003
          10  2.897490601534982E-002
          11  9.005084507671599E-002
          12  0.164962674115920     
          13  0.171888736708703     
          14  0.233871535955310     
          15  0.181311670921867     
          16  0.139498832565052     
          17  7.551407822698071E-002
          18  2.413571254589992E-002
          19 -1.265180339503524E-002
          20 -3.132816476052055E-002
          21 -2.509989208049491E-002
          22 -1.805745394386851E-002
          23 -7.802385899131421E-003
          24 -7.933301568675830E-004
          25  1.803104199249205E-003
          26  2.518356746173628E-003
          27  1.341392077765471E-003
          28  4.941082701569202E-004
          29 -3.878026451226111E-005
          30 -2.271578336885181E-004
          31 -2.788870297199127E-004
          32 -2.799166296617660E-004
          33 -1.952024799313847E-004
          34 -1.156789667473967E-004
          35 -3.451797811905855E-005
          36  2.853903995063516E-005
          37  2.935352177754478E-005
          38  3.444873785558111E-005
          39  1.175300309679611E-005
          40  1.071223671848077E-005
          41  1.441893036642280E-006
          42  2.929054036599683E-006
          43  2.778851236183955E-007
          44  1.205691315615204E-007
          45 -1.849760054312708E-008
          46  8.979118373162875E-009
          47 -4.340577792630741E-009
          48  2.136045408754746E-010
          49 -5.706040557195178E-011
          50  9.540315468946929E-013
