           1  3.906824650359854E-008
           2 -5.819168696458339E-005
           3 -9.355285781683807E-004
           4 -5.804350739540018E-003
           5 -4.342852852189665E-003
           6  3.779766668102510E-002
           7  0.123201812335591     
           8  0.295282758858912     
           9  0.304359332206701     
          10  0.294103313521905     
          11  0.145221654521704     
          12  3.409148279323520E-002
          13 -3.780643665675584E-002
          14 -7.434281772956552E-002
          15 -6.080269507642728E-002
          16 -4.729345477120248E-002
          17 -2.597256952472119E-002
          18 -8.329847844250862E-003
          19  4.370684290017664E-003
          20  1.084055045265733E-002
          21  8.610307348398264E-003
          22  6.221169142500853E-003
          23  2.655852439907400E-003
          24  3.007696556882766E-004
          25 -6.207489873213005E-004
          26 -8.719203715771708E-004
          27 -4.813569382945006E-004
          28 -1.704081944414498E-004
          29  3.559782328434084E-005
          30  1.038392472897722E-004
          31  9.219552569472104E-005
          32  8.114403367113998E-005
          33  5.030850205676623E-005
          34  3.832655735825528E-005
          35  1.848279136389775E-005
          36 -1.455925309180108E-006
          37 -8.708603914300933E-006
          38 -1.400511088570378E-005
          39 -9.669882146732083E-006
          40 -8.347855372603882E-006
          41 -3.054124077706515E-006
          42 -2.469641120601935E-006
          43 -5.640030480084284E-007
          44 -1.633474782327977E-007
          45 -1.681686723696781E-008
          46 -6.284814535358974E-009
          47  1.861538801004727E-009
          48  3.298463937032892E-010
          49  6.968148404404283E-011
          50  3.594901956586480E-012
