           1  9.665837951739160E-010  3.330041319914177E-010
           2  2.548284645494250E-010  7.476905619429073E-011
           3  9.734620557068841E-011  2.682376872970913E-011
           4  3.288621982810087E-011  1.995932729746537E-011
           5  8.825410588358155E-011  4.346512364821149E-011
           6  7.698990032743601E-011  4.137119645157219E-011
           7 -4.968518485685322E-012  5.612407235916296E-011
 -2Ln(L) =   -47067.0160331634     
