           1  2.030089884083324E-006
           2  1.940530299223421E-003
           3  3.109006367763947E-002
           4  0.228214031261943     
           5  0.399872109529460     
           6  0.559542107828563     
           7  0.297897182315238     
           8 -3.529905886588652E-002
           9 -0.247484334597252     
          10 -0.277665984496646     
          11 -0.137068203626015     
          12 -2.805544338492902E-002
          13  3.645938644852265E-002
          14  6.894327052762826E-002
          15  5.596903446510362E-002
          16  4.320865120319781E-002
          17  2.362538760609845E-002
          18  7.624022230303906E-003
          19 -3.828392136629369E-003
          20 -9.913084268049018E-003
          21 -7.937270390746796E-003
          22 -5.668131226545360E-003
          23 -2.419230658341868E-003
          24 -2.262156891832655E-004
          25  5.840145646424347E-004
          26  7.655676778986174E-004
          27  3.393445600267457E-004
          28  6.433013121008269E-005
          29 -6.872094264168734E-005
          30 -6.352037145167002E-005
          31 -3.320750091832551E-005
          32 -1.692370252814573E-005
          33 -1.622649827556038E-005
          34 -1.138972082725959E-005
          35 -1.774017409699195E-005
          36  2.270831688561152E-007
          37  1.912151740116229E-007
          38  8.524489399759957E-006
          39  6.278127382768419E-006
          40  7.122832723798769E-006
          41  2.933972956843031E-006
          42  2.585013604701220E-006
          43  7.954030919273998E-007
          44  2.643945300354549E-007
          45  7.728369390329432E-008
          46  1.879693240331117E-008
          47  2.641371701837404E-009
          48  4.831419153063626E-010
          49  4.317618471563508E-011
          50  2.707954561623350E-012
