           1  5.672361984243564E-010
           2 -7.086922405849223E-008
           3 -1.087243790552338E-006
           4 -5.218669451700178E-006
           5 -1.842154900113571E-006
           6  2.261254506796648E-005
           7  4.928440409353695E-005
           8  5.567032005425158E-005
           9 -3.068735482085796E-006
          10 -1.648867740527711E-004
          11 -3.031674617226088E-004
          12 -4.017415745506419E-004
          13 -4.478167356672494E-004
          14 -7.986400294423309E-004
          15 -1.165556035065057E-004
          16  1.859361346391352E-003
          17  5.738406522118104E-003
          18  9.949839607103146E-003
          19  1.028161215426931E-002
          20  8.412576272957278E-003
          21 -4.513704714046905E-003
          22 -2.041186767751945E-002
          23 -3.457536466904312E-002
          24 -3.749080519269042E-002
          25 -1.007637167912913E-002
          26  3.689119327455512E-002
          27  9.639722627202187E-002
          28  0.154645017093385     
          29  0.165509919264292     
          30  0.193420173909409     
          31  0.164792829997052     
          32  0.146354521751607     
          33  9.617224645860642E-002
          34  5.421000318855752E-002
          35  1.716174012432814E-002
          36 -6.146748701525738E-003
          37 -1.449379292647379E-002
          38 -1.389587593939584E-002
          39 -9.130632854424045E-003
          40 -4.986003460853960E-003
          41 -2.144881405195261E-003
          42 -9.379240192855132E-004
          43 -3.703716009157866E-004
          44 -1.220319355497410E-004
          45 -4.028262174933712E-005
          46 -1.266725850083245E-005
          47 -2.438854024445824E-006
          48 -6.102808638350767E-007
          49 -4.136423790847038E-008
          50 -2.229555334728613E-009
