           1  6.157916716121546E-010
           2  9.470377249795834E-008
           3  1.519914377667342E-006
           4  8.172888314206340E-006
           5  4.135242011539732E-006
           6 -4.769716652330974E-005
           7 -1.610535093647972E-004
           8 -3.759083363313550E-004
           9 -1.022525261343475E-004
          10  1.019800263884170E-003
          11  3.212164847196648E-003
          12  5.827208096819762E-003
          13  5.815414279127938E-003
          14  6.111888794746993E-003
          15 -2.417383397215121E-003
          16 -1.670545204279159E-002
          17 -4.036869059266316E-002
          18 -6.582636299711632E-002
          19 -6.641677287289652E-002
          20 -5.589503818236061E-002
          21  2.903669578700921E-002
          22  0.135073796453362     
          23  0.238728354391243     
          24  0.307992317504756     
          25  0.232744533010593     
          26  0.219641543738370     
          27  0.111742115234914     
          28  4.322476858491800E-002
          29 -2.012846180372424E-003
          30 -2.253328846103683E-002
          31 -2.484070220147559E-002
          32 -2.331958886858110E-002
          33 -1.541854208138886E-002
          34 -8.716089774928614E-003
          35 -2.698318853909809E-003
          36  1.007667857541553E-003
          37  2.367347543084618E-003
          38  2.207824349990541E-003
          39  1.448570387392696E-003
          40  7.811679004958761E-004
          41  3.324620756778324E-004
          42  1.429503049644526E-004
          43  5.531982609144939E-005
          44  1.794307921239057E-005
          45  5.801018293779579E-006
          46  1.766228538295621E-006
          47  3.401687320036507E-007
          48  8.088995425807143E-008
          49  5.745376148804733E-009
          50  3.072131986106276E-010
