  2   1.15135002   115.   5.985000171E-3   8.021454513E-2
  3   13.2826996   620.5   1.197000034E-2   0.16042909
  4   8.50625038   759.799988	1.995000057E-2   0.267381817
  5   12.2287998   1255.   2.992000058E-2   0.401072741
  6   4.44836998   661.700012	4.188000038E-2   0.561501801
  7   -14.2356005   809.599976   5.583000183E-2   0.748669088
  8   5.83769989   637.400024	7.176999748E-2   0.962574482
  9   3.45063996   853.599976	8.968999982E-2   1.2032181
 10   -2.90317988   640.900024   0.1096   1.47060001
 11   -14.1709003   1306.   0.131500006   1.76471984
 12   -1.05779004   779.700012   0.155399993   2.08557796
 13   -4.49355984   713.599976   0.181199998   2.43317437
 14   -5.79317999   899.400024   0.209000006   2.80750895
 15   12.7413998   874.200012   0.238800004   3.20858192
 16   2.46690989   633.599976   0.270599991   3.63639235
 17   -15.6899004   1076.   0.30430001   4.09094191
 18   -20.3467007   772.200012   0.340000004   4.57222891
 19   7.27249002   986.900024   0.377600014   5.08025455
 20   3.55909991   844.400024   0.417199999   5.61501789
 21   2.5397799   722.900024   0.458700001   6.17651987
 22   -0.946353972   445.5   0.502099991   6.76475954
 23   11.9583998   672.400024   0.547500014   7.37973785
 24   -21.2089996   951.700012   0.594900012   8.02145386
 25   -9.14850998   851.799988   0.64410001   8.68990898
 26   24.5578003   870.   0.695299983   9.38510132
 27   -4.73315001   1133.   0.748300016   10.1070318
 28   -12.4289999   1382.   0.803300023   10.8557014
 29   1.24658   893.099976   0.860199988   11.6311092
 30   -5.43733978   1010.   0.91900003   12.4332542
 31   -4.23606014   1055.   0.979600012   13.2621384
 32   -35.4371986   1643.   1.04200006   14.1177588
 33	 30.9177      1194.76	   5.61000	14.0785
 34	-4.75649      1095.11	   5.95000	14.8374
 35	-37.3803      904.095	   6.30000	15.6132
 36	-11.6339      1120.94	   6.66000	16.4061
 37	 18.9441      1453.24	   7.03000	17.2160
 38	 40.7308      1293.42	   7.41000	18.0429
 39	-31.0516      1378.50	   7.80000	18.8870
 40	-32.7887      1998.21	   8.20000	19.7483
 41	-30.2355      1295.18	   8.61000	20.6270
 42	 43.1782      1305.79	   9.03000	21.5231
 43	 8.67279      1493.87	   9.46000	22.4368
 44	 8.19053      1349.86	   9.90000	23.3684
 45	-7.64860      1010.24	   10.3500	24.3179
 46	-19.8667      1066.12	   10.8100	25.2856
 47	 22.2372      1571.58	   11.2800	26.2716
 48	-8.44741      1025.24	   11.7600	27.2764
 49	0.795297      1589.34	   12.2500	28.3000
 50	-19.4151      1493.05	   12.7500	29.3428
 51	 10.1535      1116.20	   13.2600	30.4050
 52	 14.2959      1646.55	   12.5000	31.4870
 53	-27.8219      1132.41	   14.0000	32.5891
 54	-6.93005      1185.03	   19.2000	33.7116
 55	-50.9312      1554.81	   18.3000	34.8549
 56	 17.7906      1537.17	   18.1000	36.0193
 57	-3.84490      1653.50	   16.7000	37.2052
 58	 42.9323      1710.85	   12.1000	38.4130
 59	 22.3116      1327.15	   17.3000	39.6432
 60	 38.6380      1913.63	   25.3000	40.8960
 61	-63.2806      1655.39	   26.1000	42.1721
 62	-1.99763      1957.18	   23.6000	43.4717
 63	 42.3509      1728.12	   21.8000	44.7954
 64	 5.58365      1472.19	   23.9000	46.1436
 65	-28.4614      1548.32	   23.7000	47.5169
 66	-13.1532      1653.93	   19.2000	48.9156
 67	 13.3327      1644.49	   25.5000	50.3403
 68	 4.53097      1787.80	   25.6000	51.7916
 69	 3.89121      2330.61	   25.4000	53.2699
 70	-30.0076      1782.46	   28.9000	54.7758
 71	-36.7369      1719.07	   29.2000	56.3098
 72	 52.0888      1534.88	   36.3000	57.8725
 73	-73.2195      2714.84	   27.1000	59.4644
 74	-74.8220      2121.37	   26.6001	61.0861
 75	 7.73504      2031.01	   29.8999	62.7382
 76	 23.7982      1854.86	   26.8999	64.4213
 77	 18.9456      1989.94	   35.7000	66.1360
 78	 27.8204      1826.99	   40.2000	67.8829
 79	-44.6014      1708.78	   38.6001	69.6625
 80	-27.6270      2253.53	   36.6001	71.4756
 81	-3.69327      2239.46	   36.5000	73.3227
 82	 32.5107      2826.60	   37.1001	75.2045
 83	-47.6155      1996.87	   34.3999	77.1216
 84	-39.6349      1809.39	   35.6001	79.0747
 85	-22.1775      2529.40	   51.5000	81.0645
 86	 79.4287      2525.18	   42.1001	83.0915
 87	 13.6004      2589.36	   37.6001	85.1565
 88	-26.2796      1879.62	   37.8999	87.2601
 89	-14.4467      2491.01	   49.8999	89.4030
 90	 40.8253      2337.81	   43.7000	91.5860
 91	-60.2999      2627.42	   42.3000	93.8096
 92	-16.7222      2581.16	   49.6001	96.0747
 93	-97.3577      2907.63	   56.8000	98.3818
 94	0.692363      2180.32	   54.8000	100.732
 95	-16.1586      2228.44	   58.5000	103.125
 96	-51.6921      2492.79	   54.0000	105.563
 97	 51.7276      2617.83	   60.3999	108.045
 98	 42.1876      1915.72	   62.5000	110.574
 99	 15.8683      2745.81	   49.3999	113.148
100	-25.0706      2972.57	   64.1001	115.770
101	-71.3045      2830.78	   61.6001	118.440
102	-33.2743      3042.07	   56.8999	121.158
103	 2.67424      2697.62	   68.8999	123.926
104	-74.5583      3033.45	   66.8000	126.744
105	 8.94828      2294.38	   64.5000	129.612
106	-80.2316      2722.01	   73.0000	132.533
107	-24.6456      3230.81	   71.2000	135.505
108	-83.7694      3624.39	   65.3000	138.531
109	-43.3329      2978.66	   69.2000	141.610
110	-17.7122      3433.76	   75.8000	144.745
111	 3.20232      2884.34	   81.3000	147.934
112	-58.5814      3079.19	   69.6001	151.180
113	-26.0766      2562.05	   86.7000	154.483
114	-15.5652      2305.78	   78.6001	157.843
115	 45.8417      3437.59	   83.3999	161.262
116	-76.6561      3654.33	   82.0000	164.741
117	-169.984      4613.22	   86.5000	168.279
118	 76.8324      3667.38	   92.8999	171.878
119	-46.6053      3592.51	   85.1001	175.539
120	-40.2606      2997.12	   92.2000	179.262
121	-115.105      4444.51	   89.2000	183.049
122	-143.530      3222.01	   92.2000	186.899
123	-40.8655      3509.26	   102.000	190.815
124	-76.2975      3045.70	   90.8000	194.796
125	-95.9481      3235.18	   92.5000	198.843
126	-41.2072      3635.85	   93.2000	202.957
127	-94.4562      3711.67	   105.800	207.140
128	-88.9601      3632.24	   108.400	211.391
129	 55.2055      3389.98	   110.000	215.712
130	 37.8656      3953.86	   115.600	220.104
131	 51.1085      3368.07	   115.200	224.566
132	-69.3440      3368.21	   107.700	229.101
133	-24.3641      3761.58	   110.300	233.708
134	-79.7298      3838.26	   118.000	238.389
135	-95.7564      4022.83	   117.600	243.145
136	-7.79845      4696.21	   125.300	247.976
137	-46.0153      3843.29	   131.100	252.883
138	 9.10078      3849.34	   126.000	257.866
139	 33.4820      4420.41	   132.900	262.928
140	-67.9990      4251.20	   137.900	268.068
141	-56.4116      4461.69	   132.000	273.288
142	 54.0284      4346.19	   137.300	278.588
143	-13.6519      4370.88	   141.600	283.969
144	-14.2216      3996.41	   139.100	289.431
145	-128.316      5185.31	   137.700	294.977
146	 220.393      4212.72	   141.500	300.606
147	-64.8647      4146.70	   152.400	306.319
148	 57.5776      3954.91	   149.500	312.118
149	 17.7960      3812.77	   143.800	318.003
150	 44.6123      4430.76	   154.300	323.975
151	-16.0198      4483.90	   147.000	330.034
152	-139.369      4718.41	   158.900	336.182
153	-29.6011      4917.21	   160.000	342.420
154	 68.0215      4143.95	   164.300	348.748
155	 66.9796      4876.19	   177.900	355.167
156	 68.1124      4347.96	   167.700	361.678
157	-187.061      4851.68	   176.800	368.282
158	-21.4481      5225.24	   174.200	374.980
159	-162.922      5224.96	   183.800	381.773
160	 26.0757      4953.62	   179.700	388.661
161	-178.570      4636.51	   185.900	395.646
162	-141.776      4499.12	   186.400	402.728
163	-113.800      4583.85	   188.200	409.908
164	 90.4077      4766.91	   194.400	417.187
165	-43.9127      4646.37	   193.800	424.567
