3626.089808 1150.233047 1615.803566  
5560.852691 1232.392550 1561.030564  
5131.142558 958.527539 1122.846546  
2530.634830 410.797517 438.184018  
1569.773342 219.092009 246.478510  
1810.767597 356.024515 383.411016  
2211.972252 273.865011 356.024515  
1735.898062 301.251512 356.024515  
1614.299353 301.251512 328.638013  
1628.339699 356.024515 410.797517  
2485.826174 246.478510 301.251512  
1553.017288 273.865011 273.865011  
1135.057225 246.478510 273.865011  
676.770102 246.478510 273.865011  
937.237173 328.638013 356.024515  
757.860013 602.503025 657.276027  
