1.624418e+02 1.815448e+01 5.708114e-01 2.478456e-01 1.478663e-01 1.259208e-01 9.937246e-02 9.511216e-02 9.535198e-02 9.573827e-02 9.481294e-02 9.256969e-02 8.656228e-02 7.848000e-02 7.386325e-02 6.999895e-02 6.240194e-02 5.560493e-02 6.541719e-02 6.109649e-02 5.065045e-02 7.345614e-03 9.445650e-03 7.854557e-03 6.290185e-03 9.083336e-03 
1.815448e+01 3.665816e+02 2.912742e+01 2.451123e+00 9.485901e-01 6.481473e-01 4.243482e-01 3.437016e-01 2.827472e-01 2.420558e-01 2.197839e-01 1.954398e-01 1.701597e-01 1.525163e-01 1.446028e-01 1.236954e-01 1.102700e-01 9.211165e-02 1.098876e-01 1.022505e-01 7.886050e-02 1.258791e-02 1.441957e-02 1.023144e-02 6.853996e-03 1.009976e-02 
5.708114e-01 2.912742e+01 2.572121e+02 3.266503e+01 2.871469e+00 1.298456e+00 6.881467e-01 4.531719e-01 3.422026e-01 2.741000e-01 2.364111e-01 2.056879e-01 1.720936e-01 1.516021e-01 1.461262e-01 1.270840e-01 1.092416e-01 9.336683e-02 1.080006e-01 1.014254e-01 8.299409e-02 1.327381e-02 1.498680e-02 9.712747e-03 6.350024e-03 9.287400e-03 
2.478456e-01 2.451123e+00 3.266503e+01 2.300607e+02 3.645206e+01 4.396938e+00 1.466624e+00 7.822756e-01 4.955764e-01 3.566860e-01 2.967410e-01 2.494287e-01 2.089966e-01 1.787877e-01 1.674094e-01 1.480413e-01 1.267280e-01 1.063771e-01 1.238121e-01 1.144415e-01 9.432754e-02 1.578706e-02 1.759800e-02 1.114595e-02 7.262918e-03 1.114986e-02 
1.478663e-01 9.485901e-01 2.871469e+00 3.645206e+01 2.130434e+02 4.189147e+01 3.893482e+00 1.393364e+00 7.143373e-01 4.448913e-01 3.366545e-01 2.683233e-01 2.194083e-01 1.867629e-01 1.713322e-01 1.472935e-01 1.271189e-01 1.045020e-01 1.214597e-01 1.108932e-01 9.102438e-02 1.479836e-02 1.703073e-02 1.053615e-02 6.775044e-03 1.108105e-02 
1.259208e-01 6.481473e-01 1.298456e+00 4.396938e+00 4.189147e+01 2.638556e+02 4.463349e+01 4.643901e+00 1.567804e+00 7.903195e-01 5.358074e-01 3.839171e-01 3.000227e-01 2.537303e-01 2.313884e-01 1.944088e-01 1.644349e-01 1.350956e-01 1.548363e-01 1.407638e-01 1.148137e-01 1.850853e-02 2.214687e-02 1.377037e-02 8.809141e-03 1.474971e-02 
9.937246e-02 4.243482e-01 6.881467e-01 1.466624e+00 3.893482e+00 4.463349e+01 2.378097e+02 4.417466e+01 4.505578e+00 1.509604e+00 8.162592e-01 5.290403e-01 3.845999e-01 3.121028e-01 2.886113e-01 2.428420e-01 2.034641e-01 1.680930e-01 1.920250e-01 1.753770e-01 1.425996e-01 2.221946e-02 2.654354e-02 1.737898e-02 1.123336e-02 1.710234e-02 
9.511216e-02 3.437016e-01 4.531719e-01 7.822756e-01 1.393364e+00 4.643901e+00 4.417466e+01 2.406705e+02 4.523090e+01 4.691491e+00 1.668857e+00 8.598717e-01 5.668933e-01 4.349791e-01 3.879881e-01 3.292737e-01 2.791841e-01 2.297094e-01 2.606694e-01 2.363940e-01 1.923839e-01 3.003638e-02 3.636583e-02 2.454999e-02 1.613487e-02 2.250939e-02 
9.535198e-02 2.827472e-01 3.422026e-01 4.955764e-01 7.143373e-01 1.567804e+00 4.505578e+00 4.523090e+01 2.429444e+02 4.712155e+01 5.229678e+00 1.715605e+00 8.912985e-01 6.234403e-01 5.229332e-01 4.327931e-01 3.729301e-01 3.088078e-01 3.481114e-01 3.102350e-01 2.539124e-01 3.892582e-02 4.774589e-02 3.320567e-02 2.213298e-02 2.935200e-02 
9.573827e-02 2.420558e-01 2.741000e-01 3.566860e-01 4.448913e-01 7.903195e-01 1.509604e+00 4.691491e+00 4.712155e+01 2.514641e+02 5.130334e+01 4.965118e+00 1.669253e+00 9.134058e-01 6.905404e-01 5.376957e-01 4.511751e-01 3.733829e-01 4.194802e-01 3.681714e-01 2.968477e-01 4.607234e-02 5.722072e-02 4.050526e-02 2.728475e-02 3.533825e-02 
