9.481294e-02 2.197839e-01 2.364111e-01 2.967410e-01 3.366545e-01 5.358074e-01 8.162592e-01 1.668857e+00 5.229678e+00 5.130334e+01 3.019770e+02 5.586835e+01 5.124535e+00 1.802943e+00 1.061676e+00 7.303264e-01 5.716239e-01 4.579550e-01 5.167649e-01 4.492008e-01 3.496723e-01 5.539237e-02 6.899196e-02 4.942292e-02 3.415392e-02 4.402393e-02 
9.256969e-02 1.954398e-01 2.056879e-01 2.494287e-01 2.683233e-01 3.839171e-01 5.290403e-01 8.598717e-01 1.715605e+00 4.965118e+00 5.586835e+01 3.115278e+02 5.493160e+01 5.563749e+00 2.017037e+00 1.080637e+00 7.485124e-01 5.713962e-01 6.308554e-01 5.470003e-01 4.176440e-01 6.766186e-02 8.366994e-02 6.113398e-02 4.561154e-02 5.306279e-02 
8.656228e-02 1.701597e-01 1.720936e-01 2.089966e-01 2.194083e-01 3.000227e-01 3.845999e-01 5.668933e-01 8.912985e-01 1.669253e+00 5.124535e+00 5.493160e+01 2.739859e+02 5.246330e+01 5.927676e+00 1.943747e+00 1.068532e+00 7.375228e-01 7.801638e-01 6.716179e-01 5.133460e-01 8.486970e-02 1.047924e-01 7.884698e-02 6.034753e-02 6.650366e-02 
7.848000e-02 1.525163e-01 1.516021e-01 1.787877e-01 1.867629e-01 2.537303e-01 3.121028e-01 4.349791e-01 6.234403e-01 9.134058e-01 1.802943e+00 5.563749e+00 5.246330e+01 2.576869e+02 5.541699e+01 5.346800e+00 1.897801e+00 1.022622e+00 9.547606e-01 7.911257e-01 5.993575e-01 1.054834e-01 1.256849e-01 9.540766e-02 7.405164e-02 8.166651e-02 
7.386325e-02 1.446028e-01 1.461262e-01 1.674094e-01 1.713322e-01 2.313884e-01 2.886113e-01 3.879881e-01 5.229332e-01 6.905404e-01 1.061676e+00 2.017037e+00 5.927676e+00 5.541699e+01 3.111313e+02 5.909856e+01 5.657904e+00 1.936519e+00 1.358324e+00 9.785855e-01 7.156578e-01 1.361455e-01 1.487597e-01 1.128261e-01 8.731666e-02 9.899956e-02 
6.999895e-02 1.236954e-01 1.270840e-01 1.480413e-01 1.472935e-01 1.944088e-01 2.428420e-01 3.292737e-01 4.327931e-01 5.376957e-01 7.303264e-01 1.080637e+00 1.943747e+00 5.346800e+00 5.909856e+01 3.011102e+02 5.643416e+01 5.515918e+00 2.323398e+00 1.229657e+00 8.192274e-01 1.731148e-01 1.773561e-01 1.319519e-01 9.904065e-02 1.169390e-01 
6.240194e-02 1.102700e-01 1.092416e-01 1.267280e-01 1.271189e-01 1.644349e-01 2.034641e-01 2.791841e-01 3.729301e-01 4.511751e-01 5.716239e-01 7.485124e-01 1.068532e+00 1.897801e+00 5.657904e+00 5.643416e+01 2.650069e+02 5.091533e+01 6.173147e+00 1.916895e+00 9.945991e-01 2.238160e-01 2.260237e-01 1.624371e-01 1.189754e-01 1.454049e-01 
5.560493e-02 9.211165e-02 9.336683e-02 1.063771e-01 1.045020e-01 1.350956e-01 1.680930e-01 2.297094e-01 3.088078e-01 3.733829e-01 4.579550e-01 5.713962e-01 7.375228e-01 1.022622e+00 1.936519e+00 5.515918e+00 5.091533e+01 2.244007e+02 4.984624e+01 3.793887e+00 1.296859e+00 2.907924e-01 2.874670e-01 1.956436e-01 1.410085e-01 1.780655e-01 
6.541719e-02 1.098876e-01 1.080006e-01 1.238121e-01 1.214597e-01 1.548363e-01 1.920250e-01 2.606694e-01 3.481114e-01 4.194802e-01 5.167649e-01 6.308554e-01 7.801638e-01 9.547606e-01 1.358324e+00 2.323398e+00 6.173147e+00 4.984624e+01 3.086814e+02 4.819060e+01 3.414092e+00 6.029393e-01 5.294186e-01 3.414116e-01 2.354348e-01 3.046145e-01 
6.109649e-02 1.022505e-01 1.014254e-01 1.144415e-01 1.108932e-01 1.407638e-01 1.753770e-01 2.363940e-01 3.102350e-01 3.681714e-01 4.492008e-01 5.470003e-01 6.716179e-01 7.911257e-01 9.785855e-01 1.229657e+00 1.916895e+00 3.793887e+00 4.819060e+01 3.007628e+02 4.273371e+01 1.788172e+00 9.025662e-01 5.159400e-01 3.263817e-01 4.331856e-01 
5.065045e-02 7.886050e-02 8.299409e-02 9.432754e-02 9.102438e-02 1.148137e-01 1.425996e-01 1.923839e-01 2.539124e-01 2.968477e-01 3.496723e-01 4.176440e-01 5.133460e-01 5.993575e-01 7.156578e-01 8.192274e-01 9.945991e-01 1.296859e+00 3.414092e+00 4.273371e+01 2.769403e+02 2.371469e+01 2.194810e+00 7.069195e-01 4.052645e-01 6.127249e-01 
7.345614e-03 1.258791e-02 1.327381e-02 1.578706e-02 1.479836e-02 1.850853e-02 2.221946e-02 3.003638e-02 3.892582e-02 4.607234e-02 5.539237e-02 6.766186e-02 8.486970e-02 1.054834e-01 1.361455e-01 1.731148e-01 2.238160e-01 2.907924e-01 6.029393e-01 1.788172e+00 2.371469e+01 8.860142e+01 1.833787e+01 9.190771e-01 3.973874e-01 9.404028e-01 
9.445650e-03 1.441957e-02 1.498680e-02 1.759800e-02 1.703073e-02 2.214687e-02 2.654354e-02 3.636583e-02 4.774589e-02 5.722072e-02 6.899196e-02 8.366994e-02 1.047924e-01 1.256849e-01 1.487597e-01 1.773561e-01 2.260237e-01 2.874670e-01 5.294186e-01 9.025662e-01 2.194810e+00 1.833787e+01 1.439579e+02 1.613704e+01 8.600682e-01 2.654199e+00 
7.854557e-03 1.023144e-02 9.712747e-03 1.114595e-02 1.053615e-02 1.377037e-02 1.737898e-02 2.454999e-02 3.320567e-02 4.050526e-02 4.942292e-02 6.113398e-02 7.884698e-02 9.540766e-02 1.128261e-01 1.319519e-01 1.624371e-01 1.956436e-01 3.414116e-01 5.159400e-01 7.069195e-01 9.190771e-01 1.613704e+01 1.344151e+02 1.351651e+01 6.011544e+00 
6.290185e-03 6.853996e-03 6.350024e-03 7.262918e-03 6.775044e-03 8.809141e-03 1.123336e-02 1.613487e-02 2.213298e-02 2.728475e-02 3.415392e-02 4.561154e-02 6.034753e-02 7.405164e-02 8.731666e-02 9.904065e-02 1.189754e-01 1.410085e-01 2.354348e-01 3.263817e-01 4.052645e-01 3.973874e-01 8.600682e-01 1.351651e+01 1.213900e+02 1.874698e+01 
9.083336e-03 1.009976e-02 9.287400e-03 1.114986e-02 1.108105e-02 1.474971e-02 1.710234e-02 2.250939e-02 2.935200e-02 3.533825e-02 4.402393e-02 5.306279e-02 6.650366e-02 8.166651e-02 9.899956e-02 1.169390e-01 1.454049e-01 1.780655e-01 3.046145e-01 4.331856e-01 6.127249e-01 9.404028e-01 2.654199e+00 6.011544e+00 1.874698e+01 1.865071e+02 
