0.3100  5.096  0.00166  0.072
0.0307  3.977  0.00166  0.025
0.0400  4.101  0.00166  0.042
0.0500  4.149  0.00166  0.026
0.0560  4.283  0.00166  0.042
0.0331  3.938  0.00166  0.032
0.0141  3.626  0.00166  0.025
0.0460  4.099  0.00166  0.033
0.0265  3.939  0.00166  0.027
0.0750  4.359  0.00166  0.026
0.0262  3.864  0.00166  0.031
0.0141  3.636  0.00166  0.026
0.1010  4.513  0.00166  0.027
0.0610  4.252  0.00166  0.030
0.0186  3.777  0.00166  0.021
0.0360  4.036  0.00166  0.030
0.0450  4.191  0.00166  0.026
0.4580  5.301  0.00166  0.095
0.0580  4.222  0.00166  0.025
0.0430  4.095  0.00166  0.022
0.0178  3.745  0.00166  0.021
0.0790  4.336  0.00166  0.026
0.0880  4.441  0.00166  0.027
0.0630  4.327  0.00166  0.026
0.0710  4.345  0.00166  0.026
0.0251  3.845  0.00166  0.026
0.0520  4.231  0.00166  0.026
0.0490  4.206  0.00166  0.043
0.0180  3.684  0.00166  0.024
0.0500  4.209  0.00166  0.026
0.0286  3.933  0.00166  0.032
0.0900  4.507  0.00166  0.030
0.0510  4.139  0.00166  0.036
0.3540  5.155  0.00166  0.075
0.4250  5.105  0.00166  0.100
0.3740  5.023  0.00166  0.060
0.0244  3.835  0.00166  0.026
0.0290  3.955  0.00166  0.026
0.0161  3.693  0.00166  0.024
0.0360  4.014  0.00166  0.025
0.4200  5.189  0.00166  0.064
0.3720  5.131  0.00166  0.057
0.3780  5.195  0.00166  0.081
0.4780  5.284  0.00166  0.038
0.0530  4.243  0.00166  0.044
0.0490  4.160  0.00166  0.028
0.0680  4.315  0.00166  0.086
0.3000  4.957  0.00166  0.156
0.2300  4.893  0.00166  0.120
0.4530  5.313  0.00166  0.064
0.4650  5.345  0.00166  0.070
0.4980  5.421  0.00166  0.064
0.6550  5.333  0.00166  0.058
0.4000  5.151  0.00166  0.056
0.6150  5.317  0.00166  0.064
0.4800  5.271  0.00166  0.062
0.4500  5.181  0.00166  0.061
0.3880  5.209  0.00166  0.057
0.0276  3.989  0.00166  0.026
0.4250  5.156  0.00166  0.066
0.6200  5.397  0.00166  0.043
0.5700  5.356  0.00166  0.053
0.3000  5.010  0.00166  0.064
0.3800  5.183  0.00166  0.049
0.1510  4.621  0.00166  0.104
0.2410  4.941  0.00166  0.112
0.4300  5.288  0.00166  0.054
0.0250  3.871  0.00166  0.057
0.1240  4.621  0.00166  0.032
0.1000  4.428  0.00166  0.040
0.1400  4.680  0.00166  0.045
0.0650  4.356  0.00166  0.043
0.0348  4.033  0.00166  0.031
0.0580  4.256  0.00166  0.130
0.5700  5.333  0.00166  0.060
0.4900  5.299  0.00166  0.057
0.4950  5.245  0.00166  0.056
0.6560  5.393  0.00166  0.068
0.8270  5.609  0.00166  0.108
0.4500  5.313  0.00166  0.061
0.4300  5.305  0.00166  0.060
0.0132  3.624  0.00166  0.024
0.5800  5.371  0.00166  0.061
0.7620  5.573  0.00166  0.107
0.5260  5.309  0.00166  0.057
0.1720  4.713  0.00166  0.055
0.6190  5.439  0.00166  0.068
0.5920  5.563  0.00166  0.081
0.5500  5.381  0.00166  0.064
0.1800  4.765  0.00166  0.054
0.3740  5.383  0.00166  0.062
0.4720  5.301  0.00166  0.056
0.4300  5.193  0.00166  0.055
0.6570  5.445  0.00166  0.061
0.6120  5.417  0.00166  0.058
0.0166  3.730  0.00166  0.039
0.3200  5.051  0.00166  0.055
0.5790  5.375  0.00166  0.060
0.4500  5.245  0.00166  0.070
0.5810  5.297  0.00166  0.060
0.4160  5.193  0.00166  0.057
0.8290  5.543  0.00166  0.060
0.5080  5.158  0.00166  0.049
0.4400  5.355  0.00166  0.050
0.5180  5.356  0.00166  0.049
0.4200  5.242  0.00166  0.049
0.3340  5.070  0.00166  0.051
0.0450  4.084  0.00166  0.039
0.4400  5.228  0.00166  0.041
0.5000  5.323  0.00166  0.047
0.9700  5.638  0.00166  0.075
0.0175  3.730  0.00166  0.026
0.1600  4.792  0.00166  0.098
0.0620  4.240  0.00166  0.045
0.0297  4.033  0.00166  0.029
0.0104  3.545  0.00166  0.028
0.0750  4.296  0.00166  0.039
0.0540  4.230  0.00166  0.039
0.1900  4.888  0.00166  0.065
1.7550  5.905  0.00166  0.083
0.0132  3.605  0.00166  0.069
0.8870  5.575  0.00166  0.053
0.8330  5.615  0.00166  0.052
0.6300  5.396  0.00166  0.045
0.0170  3.686  0.00166  0.028
0.4670  5.260  0.00166  0.043
0.8600  5.698  0.00166  0.070
0.0104  3.475  0.00166  0.029
0.0810  4.442  0.00166  0.063
0.0800  4.398  0.00166  0.059
0.0171  3.729  0.00166  0.046
0.0327  3.956  0.00166  0.037
0.0920  4.462  0.00166  0.069
0.1550  4.706  0.00166  0.124
0.0490  4.208  0.00166  0.051
0.0538  4.175  0.00166  0.030
0.0910  4.458  0.00166  0.045
0.0170  3.650  0.00166  0.028
0.0234  3.897  0.00166  0.042
0.0600  4.262  0.00166  0.059
0.4600  5.336  0.00166  0.042
0.5000  5.321  0.00166  0.070
0.0257  3.888  0.00166  0.037
0.0157  3.684  0.00166  0.032
0.0550  4.242  0.00166  0.039
0.0316  3.983  0.00166  0.029
0.0104  3.525  0.00166  0.026
0.0112  3.469  0.00166  0.034
0.0141  3.686  0.00166  0.039
0.0136  3.548  0.00166  0.023
0.0380  4.147  0.00166  0.033
0.0127  3.684  0.00166  0.031
0.4550  5.289  0.00166  0.048
0.8150  5.564  0.00166  0.051
1.0560  5.659  0.00166  0.054
0.9490  5.580  0.00166  0.053
0.4770  5.249  0.00166  0.039
1.1990  5.651  0.00166  0.068
0.2780  5.007  0.00166  0.047
0.0260  3.933  0.00166  0.028
0.0193  3.740  0.00166  0.039
0.0266  3.911  0.00166  0.030
0.0360  4.112  0.00166  0.032
0.0233  3.847  0.00166  0.023
0.0164  3.677  0.00166  0.023
0.5000  5.352  0.00166  0.053
0.4700  5.340  0.00166  0.043
0.4700  5.343  0.00166  0.041
0.5400  5.236  0.00166  0.049
0.4900  5.224  0.00166  0.042
0.0218  3.837  0.00166  0.026
0.0162  3.662  0.00166  0.023
