   	0.0221168	0.026138	0.0301593	0.0341805	0.0382018	0.042223	0.0462442	0.0502655	0.0542867	0.058308	0.0623292	0.0663504	0.0703717	0.0743929	0.0784141	0.0824354	0.0864566	0.0904779	0.0944991	0.0985204	0.102542	0.106563	0.110584	0.114605	0.118627	0.122648	0.126669	0.13069	0.134711	0.138733	0.142754	0.146775	
0.00225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.00675	0.0100309	0.00442668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.01125	0.0232948	0.0132165	0.0137844	0.00974722	0.00566578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.01575	0.0527282	0.0291206	0.0203978	0.00910451	0.00945196	0.0118142	0.00862367	0.00560777	0.00168294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.02025	0.0993129	0.0640906	0.037976	0.0263387	0.0179215	0.00706121	0.00692003	0.00694754	0.00820534	0.00752971	0.00527816	0.00282642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.02475	0.11874	0.112774	0.071632	0.0413614	0.0287319	0.023301	0.0155477	0.00572643	0.00542167	0.00509623	0.0051174	0.00552732	0.00655961	0.004843	0.00308529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.02925	0.0967734	0.117476	0.114807	0.0806263	0.0511532	0.0341527	0.017852	0.0205568	0.013529	0.00483791	0.00441793	0.00413955	0.00394321	0.00387996	0.00412198	0.00578564	0.00444533	0.00309672	0.00143825	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.03375	0.0770948	0.0928206	0.115008	0.123491	0.0858337	0.0521966	0.0375431	0.0261704	0.0154723	0.0178571	0.0117812	0.00405658	0.00369638	0.00342905	0.003215	0.00306919	0.00303475	0.0031575	0.00366985	0.00406866	0.00301314	0.0018171	0	0	0	0	0	0	0	0	0	0	
0.03825	0.0625464	0.0731565	0.0891791	0.112059	0.121887	0.0901923	0.0653313	0.0403769	0.0307321	0.0169776	0.013441	0.0155893	0.0103836	0.00347537	0.00310818	0.00290955	0.00269045	0.00255644	0.00248323	0.00241614	0.00250243	0.00276724	0.00371744	0.00287975	0.00196508	0.000651589	0	0	0	0	0	0	
0.04275	0.0511012	0.0593225	0.0697474	0.0854633	0.108114	0.129015	0.0985881	0.0650428	0.0444789	0.0306049	0.0241063	0.0118212	0.0116711	0.0137059	0.00920618	0.00296246	0.00271026	0.00249383	0.00232434	0.0021944	0.0020593	0.00200068	0.0020121	0.0020325	0.00219502	0.00279072	0.00274095	0.00201329	0.00113557	0	0	0	
0.04725	0.0430304	0.0481541	0.056072	0.0668215	0.0823647	0.104929	0.123016	0.0986297	0.0654781	0.0473075	0.0296135	0.0276427	0.0176488	0.0103343	0.0101512	0.0121529	0.00820829	0.00259078	0.00233816	0.00216388	0.00201667	0.00188518	0.00177172	0.0017115	0.00166657	0.00165002	0.00168764	0.00178228	0.00205696	0.00261067	0.00201323	0.00133412	
0.05175	0.035991	0.0402021	0.0459498	0.0533789	0.0640528	0.0793289	0.101188	0.128269	0.112511	0.0768256	0.0478386	0.0364033	0.0238518	0.0219667	0.00970291	0.00896411	0.00889103	0.0107977	0.00734453	0.00228138	0.00206851	0.00192312	0.00176087	0.00165748	0.0015563	0.00148736	0.00143262	0.00139275	0.00138895	0.00140999	0.00147371	0.00163961	
0.05625	0.0307256	0.0339567	0.0380311	0.043685	0.0511011	0.0610905	0.0761825	0.0977744	0.121949	0.113018	0.0853496	0.0537381	0.0398709	0.0214542	0.02481	0.0167726	0.00845479	0.00787009	0.00785864	0.00965673	0.0066388	0.00201393	0.00183405	0.00168097	0.00155354	0.00146186	0.00136333	0.00131104	0.0012561	0.00120622	0.00119134	0.00118516	
0.06075	0.0265229	0.0288543	0.0320226	0.0360479	0.0416249	0.0492735	0.0593545	0.0729628	0.0940856	0.120125	0.115442	0.0802371	0.0570703	0.0427146	0.0289652	0.0196886	0.0199845	0.0115819	0.00733952	0.0069099	0.00693053	0.00869852	0.00601858	0.00179532	0.00164235	0.00151153	0.00142444	0.00132758	0.00123529	0.00117911	0.00111104	0.00107586	
0.06525	0.0229513	0.0248078	0.0270395	0.0303303	0.0343058	0.0396957	0.0466349	0.0567187	0.0704816	0.0907261	0.11727	0.12202	0.0802254	0.0597276	0.0367271	0.0329577	0.0182378	0.0188464	0.0157479	0.00721511	0.00652143	0.00610854	0.00617097	0.00789044	0.00549807	0.00160905	0.00148288	0.00134027	0.00126919	0.0011819	0.00110354	0.0010404	
0.06975	0.0202151	0.0215303	0.0234761	0.0258378	0.0288881	0.032931	0.038161	0.045111	0.0544633	0.0680454	0.087564	0.113975	0.130029	0.0971112	0.0621022	0.0433862	0.0359862	0.0222546	0.0165418	0.0181046	0.0118491	0.00635679	0.00577451	0.00542118	0.00551432	0.00716348	0.00500036	0.00144928	0.00134106	0.00121173	0.00115623	0.00108012	
0.07425	0.0177549	0.0189105	0.0203846	0.0222472	0.0246063	0.0274462	0.0313345	0.0367022	0.0436745	0.0526791	0.0656333	0.0840955	0.110571	0.122358	0.104472	0.0675192	0.0479663	0.0338274	0.0268251	0.0156405	0.015231	0.0145927	0.0066079	0.00558918	0.00514583	0.00492969	0.00494068	0.0065579	0.0046191	0.00131167	0.00121366	0.00110469	
0.07875	0.015767	0.0167694	0.0178989	0.0193634	0.0211331	0.0235094	0.0264668	0.0302339	0.0352287	0.0419194	0.0506554	0.063565	0.0812836	0.107102	0.124554	0.0966599	0.0705937	0.0511508	0.0310474	0.0299294	0.0151676	0.0139943	0.0161236	0.011455	0.00540228	0.00489521	0.00461123	0.00441412	0.00446391	0.00602256	0.00426465	0.00119191	
0.08325	0.0142086	0.0148581	0.0157296	0.0169575	0.0183705	0.0201532	0.0225347	0.0253964	0.0290379	0.0337541	0.0401062	0.0488752	0.0608399	0.0779176	0.103102	0.129634	0.106464	0.0734115	0.0542023	0.0340745	0.0323905	0.021813	0.0134388	0.0128785	0.0135935	0.0083492	0.00487608	0.00443603	0.004124	0.0039913	0.00405825	0.00557037	
0.08775	0.0126609	0.0133257	0.0141579	0.0149981	0.0161632	0.0175969	0.0194163	0.0215883	0.0244848	0.0280909	0.0329989	0.0390959	0.0474647	0.0591017	0.0755477	0.0993657	0.122207	0.11122	0.0757467	0.0525554	0.0397083	0.0276218	0.0249057	0.0131611	0.0119543	0.0122286	0.0109564	0.00474976	0.00433623	0.00399357	0.00372847	0.00360398	
0.09225	0.0115099	0.0120017	0.0126213	0.0133586	0.0143594	0.0154642	0.0168039	0.0186607	0.0208003	0.0235079	0.0270069	0.0316037	0.0375745	0.0458222	0.056933	0.0732146	0.096124	0.12174	0.1178	0.0779684	0.0508371	0.0436448	0.0262824	0.0270912	0.0173539	0.011627	0.0108707	0.0126454	0.00846942	0.00423017	0.0038822	0.00359331	
0.09675	0.0104916	0.0108466	0.0113077	0.0119772	0.0127511	0.0137055	0.0148185	0.0161221	0.0179017	0.0200723	0.0228475	0.0261837	0.0306465	0.0363358	0.0441007	0.0549802	0.0703297	0.092838	0.119809	0.125243	0.0919128	0.0591313	0.0463002	0.02593	0.024985	0.0205833	0.011525	0.0104049	0.0102083	0.0103971	0.00576015	0.00381254	
0.10125	0.00951547	0.00989003	0.0103247	0.0109016	0.011482	0.0121841	0.0130461	0.0142578	0.015595	0.017339	0.0193625	0.0220559	0.0252032	0.0295914	0.0353642	0.0428222	0.0530584	0.067703	0.0895203	0.117609	0.119523	0.0907916	0.0636275	0.0490051	0.0325757	0.0235375	0.0227515	0.0124858	0.0102143	0.00939156	0.0102397	0.00829729	
0.10575	0.00876738	0.00905811	0.00941796	0.00975875	0.0102782	0.0109606	0.01178	0.0126452	0.0137521	0.0149667	0.0166453	0.0187297	0.0214015	0.0245027	0.0287226	0.034047	0.0416149	0.0514831	0.0654852	0.0863232	0.114333	0.12081	0.0923594	0.0667969	0.0441419	0.036375	0.0226925	0.0235493	0.016857	0.010012	0.00904611	0.00876359	
0.11025	0.00802634	0.00827569	0.00856283	0.00894638	0.00942545	0.00998148	0.010527	0.0112855	0.0121904	0.0133218	0.0146083	0.0160969	0.0180948	0.0207236	0.0238183	0.0278254	0.0331016	0.0403023	0.0497813	0.0632028	0.0828966	0.110763	0.124501	0.0928903	0.070269	0.042601	0.0392733	0.0225385	0.0208036	0.0192046	0.0100153	0.00897066	
0.11475	0.00739047	0.00764131	0.00789896	0.00818342	0.00851285	0.00899212	0.00954933	0.0100961	0.0108508	0.0117148	0.0127655	0.014055	0.0156806	0.0174631	0.0199627	0.0231106	0.0270521	0.0321052	0.0389485	0.0481361	0.0611799	0.0797928	0.106888	0.129846	0.0978787	0.0727875	0.048367	0.0416471	0.0262621	0.0199954	0.0209318	0.0137614	
0.11925	0.00689071	0.0070198	0.00728983	0.00757777	0.00787349	0.0081531	0.0086336	0.00919535	0.00976464	0.0105673	0.0113501	0.012468	0.0136408	0.0152506	0.017057	0.0193945	0.0223478	0.0261216	0.0312191	0.0376701	0.0467444	0.0592508	0.0770248	0.103213	0.130412	0.113564	0.0690031	0.0538219	0.0401713	0.0306545	0.0197038	0.0186467	
0.12375	0.00637379	0.00652277	0.00668424	0.00691053	0.00720863	0.00758198	0.00789497	0.00833203	0.00885077	0.00943324	0.0101511	0.0110065	0.0120098	0.0132982	0.0147539	0.0165673	0.0188484	0.0217604	0.0254314	0.0303403	0.0365571	0.045406	0.0573855	0.0743251	0.0999557	0.121308	0.118399	0.077519	0.0575614	0.0380148	0.0332961	0.0196653	
0.12825	0.00591797	0.00606808	0.00623024	0.00641702	0.00666661	0.00694152	0.00724881	0.00761011	0.00801137	0.00856153	0.00914278	0.00982087	0.0107619	0.0116232	0.0129129	0.014316	0.0162138	0.0184307	0.0211893	0.0246952	0.0294395	0.0355143	0.0437965	0.0554496	0.0717441	0.0958919	0.122367	0.109655	0.0826483	0.0609333	0.0375147	0.0355939	
0.13275	0.00551703	0.00566182	0.00576714	0.005973	0.00614131	0.00635007	0.00666277	0.00697423	0.00738644	0.00775919	0.00832384	0.00887145	0.00953925	0.0103604	0.0113872	0.0125741	0.0138781	0.0156126	0.0178307	0.0205073	0.0241493	0.0283594	0.0345706	0.0425149	0.0535962	0.0694096	0.0923566	0.12495	0.115056	0.0863181	0.0637175	0.0373048	
0.13725	0.00517264	0.00525754	0.00542609	0.00553969	0.00573574	0.00592862	0.00619134	0.00646223	0.00674772	0.00711692	0.00754444	0.00804639	0.00861428	0.0092606	0.010059	0.0110346	0.0122306	0.0136715	0.0153205	0.0174944	0.0198742	0.0235413	0.0276665	0.0336642	0.041259	0.0517724	0.0671887	0.0890957	0.118262	0.118523	0.089263	0.0666556	
0.14175	0.0048583	0.00492652	0.00503133	0.00517821	0.00532396	0.00551444	0.00568601	0.00594637	0.00620454	0.00653506	0.00688831	0.00729028	0.00777408	0.00844672	0.00906501	0.00984443	0.0107892	0.0118364	0.0132117	0.0148566	0.0170249	0.0195099	0.0228138	0.0268334	0.0325873	0.0399918	0.0502874	0.0646695	0.0857579	0.114986	0.123306	0.0915447	
0.14625	0.00453887	0.00463935	0.00473795	0.00485328	0.0049682	0.00514172	0.00531095	0.00548546	0.00577266	0.00602431	0.00633074	0.006707	0.00712967	0.00757191	0.0080972	0.00880049	0.00953551	0.0104428	0.0116035	0.0128818	0.0145856	0.0165258	0.018954	0.0221699	0.0263323	0.031674	0.0388325	0.0488496	0.0627698	0.0827731	0.111462	0.128528	
0.15075	0.00427728	0.00436394	0.00443736	0.00454472	0.00465952	0.00481787	0.0049584	0.00514525	0.00531151	0.00556805	0.0058367	0.00616246	0.00647407	0.00689207	0.00740122	0.0079356	0.00856659	0.00938906	0.0102002	0.0113014	0.0125108	0.0141195	0.0161969	0.0185405	0.0215651	0.0255832	0.0307409	0.0376746	0.0472106	0.0605396	0.079752	0.10757	
0.15525	0.00405074	0.00408793	0.00417283	0.00424537	0.00436245	0.00442378	0.0046132	0.00480001	0.00496156	0.00514916	0.00541837	0.00567218	0.00598665	0.00633953	0.00673596	0.00719332	0.00774286	0.00834544	0.00909851	0.0100507	0.0110643	0.0123244	0.0138442	0.0158283	0.0180638	0.0210912	0.0248588	0.0298958	0.0365916	0.045584	0.058422	0.0769949	
0.15975	0.00380264	0.00386583	0.0039448	0.00400884	0.00412045	0.00422482	0.00433533	0.00446939	0.00465277	0.00482918	0.00501484	0.0052494	0.00549697	0.00579786	0.00615866	0.00655847	0.00700408	0.0075299	0.00816213	0.0088513	0.00972349	0.0107556	0.0120084	0.0134341	0.0153931	0.0176649	0.0206177	0.0242796	0.0290154	0.0357843	0.044478	0.056754	
0.16425	0.00359991	0.00366253	0.00371087	0.00379466	0.00385619	0.00398015	0.00407997	0.00418384	0.00435266	0.00450141	0.00467143	0.00487222	0.00512028	0.00539796	0.00566731	0.00599372	0.00639375	0.00686018	0.00737257	0.00796209	0.00867815	0.0095421	0.0105243	0.0118132	0.0131273	0.0150113	0.0171617	0.0200984	0.0236907	0.0283191	0.0347166	0.0429854	
0.16875	0.00340596	0.00344887	0.00349346	0.00358019	0.00363608	0.00373782	0.00382602	0.00395016	0.00404056	0.00419156	0.00435981	0.00456318	0.00474809	0.00495149	0.00523618	0.00556033	0.00587827	0.00622411	0.00667157	0.00719935	0.00782484	0.00847032	0.00928881	0.0102361	0.0114819	0.0128398	0.0146531	0.0167626	0.0195182	0.0231651	0.0276003	0.0334698	
