7.268555692207596e-8     -5.314064985358029e-8    -2.5577268418720746e-8   1.207983226108735e-8     5.286653933237515e-9     -3.684629563008193e-9    1.5052688959255684e-9    -1.590296368500934e-8    9.832677613185604e-10    3.0858882689109556e-10   1.4095656444685202e-8    -1.3865607084146062e-8   -1.0323675406118866e-9   3.4407641240053617e-9    1.5507739897364103e-8    3.8860488543933166e-9    -4.552756942929318e-8    4.581892703814766e-9     3.727181334481218e-8     -4.399823058073553e-8     -2.292844779510989e-8     4.967917431902714e-8     1.7962785905268422e-8     -3.6776858509490966e-8    1.9907522219747986e-8     -3.9820074674863165e-9     -2.9290112982936673e-8     -3.8538526073175474e-8     9.291729365192334e-8       -7.733443612852299e-8      4.024215835175276e-8       3.3149936220716724e-8
-5.314064985358026e-8    1.299403326425522e-7     -3.133683473794455e-8    -4.012591039996318e-8    -2.3878711529153518e-8   3.41897320932386e-8      -9.553570968768353e-9    5.338146683089847e-9     6.555541656523299e-9     1.516942623920468e-9     -7.061963027027564e-9    -9.926893693909922e-9    1.672237451522749e-8     -2.049941960438862e-8    7.198253161949092e-9     -6.2524240294205105e-9   2.2526831457146136e-8    4.582478373244035e-8     -8.22895334611721e-8     2.6809331850979484e-8     3.742429384906516e-9      -2.8650800929217618e-8   -5.178538606605339e-8     1.1437449238048919e-7     -1.2799641109719815e-7    1.1133756107407755e-8      1.7387751113912674e-7      -2.1965549603488563e-8     -1.4671686987220475e-8     -5.612485259495785e-8      2.078609252447255e-8       -9.219585344321256e-9
-2.5577268418720746e-8   -3.133683473794449e-8    1.8661614561227314e-7    -9.540240352281023e-8    -4.443768045333628e-8    1.8936971028405326e-8    -2.107175219723352e-9    8.105070860734562e-9     -1.5013338331854183e-8   1.1055201937462921e-8    -1.5431843111533872e-8   3.401988692928273e-8     -3.813096456141807e-8    -6.354624307322774e-9    7.208638601371491e-9     -1.0263996376959346e-8   1.5786894016643923e-8    -2.0772508261734506e-8   -1.6657648531765377e-9   7.761364661603707e-8      -1.634512965324285e-8     -2.6062707867123268e-8   -1.9202762341124547e-8    -3.393101261300072e-8     5.047979211255806e-8      7.237565125969305e-8       -1.1755938497616103e-7     -1.0884933051596414e-8     2.685246334360767e-8       9.383542739966161e-8       1.8357540851440937e-8      5.167302847708452e-8
1.2079832261087368e-8    -4.012591039996319e-8    -9.540240352281022e-8    2.8436128309857286e-7    -8.104995077883588e-8    -1.1873881823504949e-7   5.888884933527818e-8     -2.708720031621516e-8    7.869800990414498e-9     -5.3851085671884845e-8   7.2567923290424826e-9    4.5941510178225656e-8    -3.334510609397799e-8    3.509386084492664e-8     -9.192412245875034e-9    1.5036386223445757e-8    7.71613005400962e-9      -3.553337031727237e-8    1.6179580614275597e-8    3.5164869909186404e-8     4.4903067900183186e-8     -1.0508923756283782e-7   9.38197609405247e-8       -2.5389372281477693e-8    6.589922001200144e-8      3.7531551309436625e-10     5.62379149697218e-9        -2.9571010476125667e-8     -2.4749035049351994e-7     1.513264445636817e-7       8.611134651995633e-8       -1.866234662985813e-7
5.2866539332375085e-9    -2.3878711529153508e-8   -4.44376804533363e-8     -8.104995077883592e-8    3.9023120154767296e-7    -1.3343274255852941e-7   -1.2712775513602815e-7   3.90736900656064e-8      -7.521607690535863e-9    2.7272923637572685e-8    1.873784865364242e-8     -6.4238248372425e-8      3.568387423494217e-8     2.42326197325882e-8      -5.6140266376278635e-8   -2.4030491793048006e-8   4.5320123317337606e-8    5.7273460146355826e-8    -1.6205378155853387e-8   -7.96378250700667e-8      4.387676419030489e-8      1.5550383926399273e-8    -5.297101780534086e-8     -4.502956983877407e-8     -1.8673546845590662e-8    -1.0139042994783674e-7     -6.049818478762901e-8      1.0415509906304584e-7      2.1536848257421605e-7      -9.71261000035841e-8       -3.9815797343754045e-7     -4.373630416409563e-8
-3.684629563008196e-9    3.418973209323861e-8     1.89369710284053e-8      -1.1873881823504945e-7   -1.3343274255852923e-7   5.549136469131064e-7     -2.0165840995467897e-7   -2.32145684261025e-7     1.0757511494423233e-7    1.503528285841871e-9     3.9027434532377706e-8    -4.264944931757183e-8    6.811336765565919e-9     -4.5371228768962724e-8   9.909553715276905e-8     -5.684483807902304e-8    -5.870096559065864e-8    6.079337978512641e-8     9.815856138524572e-8     -5.070024283581296e-8     -5.127067211092858e-8     8.242007296456596e-8     1.152404086609842e-9      3.4700451812428754e-8     -4.913136017228947e-8     1.249649360719421e-7       -2.3273625882583405e-7     -1.5024424376991757e-7     4.2880783426577434e-7      -3.3235446989029594e-7     8.237270015071898e-8       3.971858010228706e-7
1.5052688959255763e-9    -9.553570968768374e-9    -2.1071752197233147e-9   5.8888849335278153e-8    -1.2712775513602823e-7   -2.0165840995467873e-7   7.720234756771797e-7     -2.025642716252552e-7    -3.4777864708333917e-7   1.0252735544272953e-7    1.4230498232431467e-9    -3.675967375478417e-8    -4.422077332870175e-8    2.0792016585685256e-8    -3.2534208822169326e-8   9.04037651147308e-8      4.055799506826148e-8     -4.933540504953531e-8    -1.315892085026213e-7    1.1836067270033444e-8     4.430948196121145e-8      4.6468416911109074e-8    -7.535714198780986e-8     -7.748580232321158e-9     5.886617544134539e-8      -1.1434286111806668e-7     1.8578431668772323e-7      1.409891153896701e-7       -6.269766274274408e-7      3.5605825942831064e-7      1.6708358619568142e-7      -1.9565758283938424e-8
-1.5902963685009334e-8   5.338146683089837e-9     8.10507086073457e-9      -2.708720031621514e-8    3.9073690065606404e-8    -2.3214568426102518e-7   -2.0256427162525507e-7   1.0159737724893433e-6    -3.234319420803716e-7    -1.6632032196275223e-7   -3.086740901047182e-8    7.27155364015846e-9      6.373789304455694e-8     -1.1443900447970538e-7   -1.364088658449341e-7    1.5686388828299602e-7    1.1169740411256535e-7    -3.122352711338531e-8    -9.181929005997512e-8    1.1381361935127524e-8     -2.5341371442379968e-8    -2.5403163829443274e-8   -1.5405008847603297e-7    3.641924970555153e-7      -2.487137462314524e-7     -1.5060676807721838e-7     1.4563928423845438e-7      1.5548699684747836e-7      -7.170763380835856e-8      1.7181715590034111e-7      1.2931578987785544e-7      -7.664538627084652e-7
9.832677613185542e-10    6.555541656523312e-9     -1.5013338331854206e-8   7.869800990414492e-9     -7.521607690535775e-9    1.0757511494423228e-7    -3.4777864708333944e-7   -3.2343194208037134e-7   1.3721415865570413e-6    -5.39978709727773e-7     -3.350325769206064e-7    1.4073801614824832e-7    8.785349496389029e-8     5.285046317363509e-8     1.5474846184716483e-7    -3.021955136228148e-7    -2.0937505183375823e-7   8.916014377943407e-8     2.983000337838679e-8     1.320889092329844e-7      -5.664831986820985e-8     4.239135002260963e-8     -7.673383355655419e-8     -1.2545615495475977e-8    8.137675865138657e-8      3.933625072852477e-7       -3.348573610213785e-7      -4.1742141401122693e-7     1.567635949974767e-7       2.251658323843324e-7       -3.2804594536337707e-7     5.094277348778237e-7
3.085888268910944e-10    1.5169426239204697e-9    1.1055201937462888e-8    -5.385108567188476e-8    2.7272923637572616e-8    1.503528285841881e-9     1.0252735544272961e-7    -1.6632032196275215e-7   -5.399787097277723e-7    1.6030009450466057e-6    -5.187152944653403e-7    -5.249579645806221e-7    1.689295529870736e-7     3.884084134056936e-9     -2.130582466807729e-7    1.4294237864076844e-7    5.705282790048741e-8     1.9696420594173497e-8    1.2520814328411087e-7    -4.906222685103591e-8     9.057104561769057e-9      -1.0010431490866566e-8   1.8607675417514247e-7     -4.235309444795277e-7     2.076336708981647e-7      -1.7490740084685916e-7     -1.2992548579241976e-8     3.3509380558677435e-7      1.4618454598583023e-7      -4.651302799514074e-7      4.904324996323623e-8       1.1648630720674253e-8
