0.022117	22928.587891
0.026138	18291.646484
0.030159	16666.125000
0.034180	15283.059570
0.038202	13990.493164
0.042223	14182.39648
0.046244	14255.913086	
0.050265	13517.357422	
0.054287	13861.277344
0.058308	13870.442383
0.062329	13080.831055
0.066350	13198.610352
0.070372	11173.412109
0.074393	11272.038086
0.078414	9542.856445
0.082435	8595.612305
0.086457	8482.800781
0.090478	7742.525391
0.094499	7591.747559
0.098520	6547.371582
0.102542	6215.445801
0.106563	5849.887695
0.110584	5983.527344
0.114605	5707.486816
0.118627	5871.963379
0.122648	5710.937988
0.126669	5192.185059
0.130690	5182.548340
0.134711	4685.800293
0.138733	4528.355469
0.142754	4526.491699
0.146775	4223.802246
