3.202944e+01 5.685935e+00 9.479679e-01 4.116818e-01 1.471588e-01 1.308850e-01 1.212522e-01 8.234064e-02 7.982825e-02 4.296194e-02 3.145939e-02 3.552753e-02 3.536509e-02 1.215185e-02 3.396390e-01 
5.685935e+00 1.451789e+01 4.685672e+00 7.797128e-01 2.631846e-01 1.601649e-01 1.271369e-01 8.239976e-02 8.732436e-02 8.185717e-02 7.176905e-02 8.319305e-02 7.917040e-02 2.236874e-02 4.956465e-01 
9.479679e-01 4.685672e+00 2.396095e+01 8.240943e+00 9.720335e-01 4.084736e-01 2.694898e-01 1.611347e-01 1.813166e-01 1.815098e-01 1.424786e-01 1.608452e-01 1.864190e-01 6.074495e-02 1.159457e+00 
4.116818e-01 7.797128e-01 8.240943e+00 3.294957e+01 8.831403e+00 1.259163e+00 5.716381e-01 2.776842e-01 2.573720e-01 2.634812e-01 2.300052e-01 2.401999e-01 2.742037e-01 9.377428e-02 1.812834e+00 
1.471588e-01 2.631846e-01 9.720335e-01 8.831403e+00 3.065544e+01 9.791048e+00 1.411437e+00 4.110872e-01 3.519862e-01 3.156227e-01 2.665689e-01 3.090461e-01 3.414525e-01 1.216183e-01 2.254762e+00 
1.308850e-01 1.601649e-01 4.084736e-01 1.259163e+00 9.791048e+00 3.832781e+01 1.184389e+01 1.297400e+00 5.909829e-01 4.175255e-01 3.393952e-01 3.898773e-01 4.044439e-01 1.494759e-01 2.847579e+00 
1.212522e-01 1.271369e-01 2.694898e-01 5.716381e-01 1.411437e+00 1.184389e+01 4.502745e+01 9.781226e+00 1.816362e+00 7.126529e-01 5.374839e-01 5.772336e-01 5.997587e-01 2.050983e-01 3.959779e+00 
8.234064e-02 8.239976e-02 1.611347e-01 2.776842e-01 4.110872e-01 1.297400e+00 9.781226e+00 2.764878e+01 9.341065e+00 1.522385e+00 6.413191e-01 6.222410e-01 6.704635e-01 2.296816e-01 4.120647e+00 
7.982825e-02 8.732436e-02 1.813166e-01 2.573720e-01 3.519862e-01 5.909829e-01 1.816362e+00 9.341065e+00 3.402447e+01 9.475375e+00 1.986253e+00 1.125966e+00 1.154446e+00 4.019365e-01 6.872675e+00 
4.296194e-02 8.185717e-02 1.815098e-01 2.634812e-01 3.156227e-01 4.175255e-01 7.126529e-01 1.522385e+00 9.475375e+00 3.812817e+01 1.007134e+01 2.616365e+00 1.491170e+00 5.101311e-01 8.691060e+00 
3.145939e-02 7.176905e-02 1.424786e-01 2.300052e-01 2.665689e-01 3.393952e-01 5.374839e-01 6.413191e-01 1.986253e+00 1.007134e+01 3.522614e+01 1.156094e+01 2.369903e+00 5.496229e-01 9.424919e+00 
3.552753e-02 8.319305e-02 1.608452e-01 2.401999e-01 3.090461e-01 3.898773e-01 5.772336e-01 6.222410e-01 1.125966e+00 2.616365e+00 1.156094e+01 4.576574e+01 1.181273e+01 1.167255e+00 1.379847e+01 
3.536509e-02 7.917040e-02 1.864190e-01 2.742037e-01 3.414525e-01 4.044439e-01 5.997587e-01 6.704635e-01 1.154446e+00 1.491170e+00 2.369903e+00 1.181273e+01 3.346563e+01 4.693942e+00 2.307921e+01 
1.215185e-02 2.236874e-02 6.074495e-02 9.377428e-02 1.216183e-01 1.494759e-01 2.050983e-01 2.296816e-01 4.019365e-01 5.101311e-01 5.496229e-01 1.167255e+00 4.693942e+00 4.462360e+00 1.607936e+01 
3.396390e-01 4.956465e-01 1.159457e+00 1.812834e+00 2.254762e+00 2.847579e+00 3.959779e+00 4.120647e+00 6.872675e+00 8.691060e+00 9.424919e+00 1.379847e+01 2.307921e+01 1.607936e+01 6.704932e+02 
